tahun,nama_provinsi,kode_kabkota,nama_kabkota,kkks,jenis_minyak,penerimaan_sda,dbh_prov,dbh_penghasil,dbh_pemerataan,latitude,longitude
2010,"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur","MOBIL PASE","Arun Cond.",,,,,4.56983,97.7723
2010,"Prov. Nanggroe Aceh Darussalam",1111,"Kab. Aceh Utara","EXXONMOBIL OIL-ARUN","Arun Cond.",3.964e+11,1.189e+10,2.378e+10,2.378e+10,4.99764,97.1454
2010,"Prov. Nanggroe Aceh Darussalam",1111,"Kab. Aceh Utara","EXXONMOBIL OIL-SLS","Arun Cond.",2.611e+10,7.833e+08,1.567e+09,1.567e+09,4.99764,97.1454
2010,"Prov. Nanggroe Aceh Darussalam",1114,"Kab. Aceh Tamiang","PT. PERTAMINA EP.","NSC",7.637e+10,2.291e+09,4.582e+09,4.582e+09,4.20756,98.0029
2010,"Prov. Sumatera Utara",1212,"Kab. Deli Serdang","PT. PERTAMINA EP.","NSC",16440857,509666.57,1019333.1,1019333.1,3.46231,98.888
2010,"Prov. Sumatera Utara",1213,"Kab. Langkat","DISKI","NSC",,,,,3.766,98.2307
2010,"Prov. Sumatera Utara",1213,"Kab. Langkat","BATUMANDI  PETROLEUM","NSC",,,,,3.766,98.2307
2010,"Prov. Sumatera Utara",1213,"Kab. Langkat","PT. PERTAMINA EP.","NSC",2.224e+10,6.896e+08,1.379e+09,1.379e+09,3.766,98.2307
2010,"Prov. Sumatera Utara",1213,"Kab. Langkat","JOBP. COSTA INT'L GROUP LTD - COSTA INT'L","ARBEI",,,,,3.766,98.2307
2010,"Prov. Sumatera Utara",1213,"Kab. Langkat","EKSINDO TELAGA SAID","NSC",2.510e+09,77820342,1.556e+08,1.556e+08,3.766,98.2307
2010,"Prov. Sumatera Utara",1213,"Kab. Langkat","JOBP. COSTA INT'L GROUP LTD - PPI","ARBEI",,,,,3.766,98.2307
2010,"Prov. Sumatera Utara",1213,"Kab. Langkat","PUTRA KENCANA BASILAM","NSC",,,,,3.766,98.2307
2010,"Prov. Sumatera Utara",1276,"Kota Binjai","PT. PERTAMINA EP.","NSC",2.986e+09,92564628,1.851e+08,1.851e+08,3.61904,98.4846
2010,"Prov. Riau",1402,"Kab. Indragiri Hulu","UBEP. LIRIK","Lirik",4.323e+10,1.340e+09,2.680e+09,2.680e+09,-.522681,102.243
2010,"Prov. Riau",1402,"Kab. Indragiri Hulu","PT. PERTAMINA EP.","Lirik (Ex Stanvac)",,,,,-.522681,102.243
2010,"Prov. Riau",1402,"Kab. Indragiri Hulu","MEDCO S&C Sum.","Lirik",2.975e+10,9.224e+08,1.845e+09,1.845e+09,-.522681,102.243
2010,"Prov. Riau",1404,"Kab. Pelalawan","PT. PERTAMINA EP.","Lirik (Ex Stanvac)",1.708e+10,5.294e+08,1.059e+09,1.059e+09,.124485,102.427
2010,"Prov. Riau",1404,"Kab. Pelalawan","MEDCO S&C Sum.","Lirik",1.104e+11,3.422e+09,6.843e+09,6.843e+09,.124485,102.427
2010,"Prov. Riau",1405,"Kab. Siak","CPI","SLC",9.709e+12,3.010e+11,6.019e+11,6.019e+11,.761717,101.846
2010,"Prov. Riau",1405,"Kab. Siak","PETROSELAT","Selat Panjang",,,,,.761717,101.846
2010,"Prov. Riau",1405,"Kab. Siak","BOBP. BUMI SIAK PUSAKO","SLC",1.779e+12,5.514e+10,1.103e+11,1.103e+11,.761717,101.846
2010,"Prov. Riau",1405,"Kab. Siak","KONDUR PETROLEUM","Lalang",1.467e+11,4.548e+09,9.095e+09,9.095e+09,.761717,101.846
2010,"Prov. Riau",1406,"Kab. Kampar","C&T SIAK","SLC",9.601e+10,2.976e+09,5.953e+09,5.953e+09,.27116,101.089
2010,"Prov. Riau",1406,"Kab. Kampar","BOBP. BUMI SIAK PUSAKO","SLC",1.374e+11,4.260e+09,8.519e+09,8.519e+09,.27116,101.089
2010,"Prov. Riau",1406,"Kab. Kampar","SPR LANGGAK ex. C&T MFK","SLC",1.566e+10,4.855e+08,9.709e+08,9.709e+08,.27116,101.089
2010,"Prov. Riau",1406,"Kab. Kampar","CPI","SLC",5.797e+12,1.797e+11,3.594e+11,3.594e+11,.27116,101.089
2010,"Prov. Riau",1407,"Kab. Rokan Hulu","CPI","SLC",1.418e+11,4.396e+09,8.792e+09,8.792e+09,.821098,100.506
2010,"Prov. Riau",1407,"Kab. Rokan Hulu","SPR LANGGAK ex. C&T MFK","SLC",2.548e+10,7.897e+08,1.579e+09,1.579e+09,.821098,100.506
2010,"Prov. Riau",1407,"Kab. Rokan Hulu","C&T SIAK","SLC",,,,,.821098,100.506
2010,"Prov. Riau",1408,"Kab. Bengkalis","CPI","SLC",5.947e+12,1.844e+11,3.687e+11,3.687e+11,1.24641,101.523
2010,"Prov. Riau",1408,"Kab. Bengkalis","BOBP. BUMI SIAK PUSAKO","SLC",6.231e+11,1.932e+10,3.863e+10,3.863e+10,1.24641,101.523
2010,"Prov. Riau",1408,"Kab. Bengkalis","CPI","Duri",2.038e+13,6.317e+11,1.263e+12,1.263e+12,1.24641,101.523
2010,"Prov. Riau",1408,"Kab. Bengkalis","KONDUR PETROLEUM","Lalang",,,,,1.24641,101.523
2010,"Prov. Riau",1409,"Kab. Rokan Hilir","CPI","SLC",9.844e+12,3.052e+11,6.103e+11,6.103e+11,1.86948,100.838
2010,"Prov. Riau",1409,"Kab. Rokan Hilir","C&T SIAK","SLC",1.537e+11,4.763e+09,9.526e+09,9.526e+09,1.86948,100.838
2010,"Prov. Riau",1409,"Kab. Rokan Hilir","BOBP. BUMI SIAK PUSAKO","SLC",,,,,1.86948,100.838
2010,"Prov. Riau",1409,"Kab. Rokan Hilir","CPI","Duri",4.888e+10,1.515e+09,3.031e+09,3.031e+09,1.86948,100.838
2010,"Prov. Riau",1410,"Kab. Kepulauan Meranti","KONDUR PETROLEUM","Lalang",5.968e+11,1.850e+10,3.700e+10,3.700e+10,.907379,102.726
2010,"Prov. Jambi",1503,"Kab. Sarolangun","PETROCHINA BANGKO","Bangko",,,,,-2.33009,102.649
2010,"Prov. Jambi",1503,"Kab. Sarolangun","BWP MERUAP","Jambi",1.080e+11,3.348e+09,6.697e+09,6.697e+09,-2.33009,102.649
2010,"Prov. Jambi",1504,"Kab. Batang Hari","PRAKARSA BTG MS","Jambi",1.142e+09,35390750,70781499,70781499,-1.85729,103.015
2010,"Prov. Jambi",1504,"Kab. Batang Hari","PT. PERTAMINA EP.","Jambi",,,,,-1.85729,103.015
2010,"Prov. Jambi",1504,"Kab. Batang Hari","ELNUSA TRISTAR RAMBA","Ramba",1.520e+08,4713233.3,9426466.6,9426466.6,-1.85729,103.015
2010,"Prov. Jambi",1504,"Kab. Batang Hari","JOAP. COPHIL S. JAMBI","Jambi",,,,,-1.85729,103.015
2010,"Prov. Jambi",1504,"Kab. Batang Hari","UBEP. JAMBI","Tempino",8.711e+09,2.700e+08,5.401e+08,5.401e+08,-1.85729,103.015
2010,"Prov. Jambi",1505,"Kab. Muaro Jambi","ELNUSA TRISTAR RAMBA","Ramba",1.465e+09,45412947,90825894,90825894,-1.64549,103.746
2010,"Prov. Jambi",1505,"Kab. Muaro Jambi","UBEP. JAMBI","Tempino",7.326e+10,2.271e+09,4.542e+09,4.542e+09,-1.64549,103.746
2010,"Prov. Jambi",1505,"Kab. Muaro Jambi","AKAR GOLINDO","Jambi",,,,,-1.64549,103.746
2010,"Prov. Jambi",1505,"Kab. Muaro Jambi","PT. PERTAMINA EP.","Jambi",,,,,-1.64549,103.746
2010,"Prov. Jambi",1505,"Kab. Muaro Jambi","EMP GELAM","Jambi",8.131e+09,2.521e+08,5.041e+08,5.041e+08,-1.64549,103.746
2010,"Prov. Jambi",1506,"Kab. Tanjung Jabung Timur","PETROCHINA JABUNG","Geragai Cond.",4.439e+11,1.376e+10,2.752e+10,2.752e+10,-1.30035,103.98
2010,"Prov. Jambi",1506,"Kab. Tanjung Jabung Timur","PETROCHINA JABUNG","Geragai/Makmur",4.834e+11,1.498e+10,2.997e+10,2.997e+10,-1.30035,103.98
2010,"Prov. Jambi",1507,"Kab. Tanjung Jabung Barat","PETROCHINA JABUNG","Geragai Cond.",9.125e+11,2.829e+10,5.657e+10,5.657e+10,-1.12062,103.142
2010,"Prov. Jambi",1507,"Kab. Tanjung Jabung Barat","PETROCHINA JABUNG","Geragai/Makmur",1.082e+12,3.353e+10,6.707e+10,6.707e+10,-1.12062,103.142
2010,"Prov. Jambi",1508,"Kab. Tebo","MONTD'OR OIL TUNGKAL LTD. ex. PEARL OIL","Mengoepeh",,,,,-1.39386,102.317
2010,"Prov. Jambi",1571,"Kota Jambi","UBEP. JAMBI","Tempino",5.006e+10,1.552e+09,3.103e+09,3.103e+09,-1.62225,103.641
2010,"Prov. Sumatera Selatan",1601,"Kab. Ogan Komering Ulu","PT. PERTAMINA EP.","KPS",2.753e+10,8.535e+08,1.707e+09,1.707e+09,-4.01787,104.146
2010,"Prov. Sumatera Selatan",1601,"Kab. Ogan Komering Ulu","JOBP. TALISMAN OK LTD - PPI","AIR SERDANG",6.213e+10,1.926e+09,3.852e+09,3.852e+09,-4.01787,104.146
2010,"Prov. Sumatera Selatan",1601,"Kab. Ogan Komering Ulu","JOBP. TALISMAN OK LTD - TALISMAN ENERGY","AIR SERDANG",2.543e+11,7.883e+09,1.577e+10,1.577e+10,-4.01787,104.146
2010,"Prov. Sumatera Selatan",1603,"Kab. Muara Enim","JOBP. GOLDEN SPIKE IND LTD - GOLDEN SPIKE IND LTD","AIR HITAM",4.043e+10,1.253e+09,2.506e+09,2.506e+09,-3.71069,104.044
2010,"Prov. Sumatera Selatan",1603,"Kab. Muara Enim","EASCO RADEKA SOKARAJA","KPS",1.848e+09,57300022,1.146e+08,1.146e+08,-3.71069,104.044
2010,"Prov. Sumatera Selatan",1603,"Kab. Muara Enim","GERARDO PUTRA MANDIRI","KPS",,,,,-3.71069,104.044
